Emp ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,salary,dept,Existing or Left
8852,0.54,0.88,4,170,4,0,0,low,RandD,1
8853,0.99,0.7,4,190,4,1,0,medium,RandD,1
8854,0.79,0.76,4,216,4,0,0,medium,RandD,1
8855,0.71,0.54,3,249,3,0,0,medium,marketing,1
8856,0.82,0.76,3,174,3,0,0,medium,sales,1
8857,0.6,0.7,4,265,4,1,0,medium,accounting,1
8858,0.17,0.88,2,206,4,0,0,medium,support,1
8859,0.73,0.6,4,222,3,0,0,medium,technical,1
8860,0.69,0.54,5,152,3,1,0,medium,management,1
8861,0.86,0.61,4,221,2,0,0,medium,marketing,1
8862,0.67,0.55,5,239,2,0,0,medium,marketing,1
8863,0.25,0.96,6,217,4,0,0,low,marketing,1
8864,0.65,0.66,3,164,2,0,0,low,sales,1
8865,0.81,0.56,3,142,3,0,0,low,sales,1
8866,0.58,0.53,4,181,3,1,0,low,sales,1
8867,0.14,0.57,4,207,5,0,0,low,sales,1
8868,0.15,0.37,2,167,3,0,0,low,sales,1
8869,0.98,0.51,3,243,2,0,0,low,sales,1
8870,0.91,0.5,4,231,3,0,0,high,sales,1
8871,0.86,0.71,4,250,3,1,0,low,sales,1
8872,0.56,0.63,3,145,2,0,0,high,sales,1
8873,0.58,0.77,4,190,6,0,0,high,sales,1
8874,0.54,0.64,2,128,2,0,0,low,sales,1
8875,0.59,0.99,5,254,3,1,0,low,sales,1
8876,0.92,0.88,3,145,4,1,0,high,sales,1
8877,0.82,0.8,4,246,3,0,0,low,sales,1
8878,0.86,0.68,5,246,2,0,0,medium,sales,1
8879,0.66,0.77,5,236,3,0,0,high,sales,1
8880,0.85,0.66,3,234,3,0,0,medium,sales,1
8881,0.8,0.6,3,247,2,0,0,medium,sales,1
8882,0.99,0.61,3,154,3,0,0,medium,sales,1
8883,0.25,0.45,3,228,5,0,0,medium,accounting,1
8884,0.93,0.99,4,209,3,1,0,high,accounting,1
8885,0.5,0.54,5,173,2,0,0,medium,accounting,1
8886,0.68,0.71,4,206,2,0,0,medium,hr,1
8887,0.62,0.87,3,151,2,1,0,medium,hr,1
8888,0.99,0.54,4,196,4,1,0,high,hr,1
8889,0.93,0.52,3,229,2,1,0,medium,hr,1
8890,0.2,0.75,3,235,4,0,0,high,technical,1
8891,0.58,0.61,4,200,3,0,0,low,technical,1
8892,0.94,0.76,4,261,6,0,0,medium,technical,1
8893,0.18,0.54,4,165,3,0,0,medium,technical,1
8894,0.18,0.62,3,165,4,0,0,medium,technical,1
8895,0.7,0.74,5,255,2,0,0,medium,technical,1
8896,0.93,0.92,5,185,5,0,0,low,technical,1
8897,0.5,0.76,4,229,3,1,0,low,technical,1
8898,0.54,0.71,3,153,3,0,0,low,technical,1
8899,0.74,0.63,4,238,2,0,0,low,technical,1
8900,0.66,0.67,3,199,2,0,0,low,technical,1
8901,0.61,0.87,3,185,2,1,0,low,support,1
8902,0.74,0.98,3,196,6,1,0,low,support,1
8903,0.48,0.51,4,201,4,0,0,low,support,1
8904,0.65,0.84,3,189,2,1,0,low,support,1
8905,0.94,0.49,2,250,5,0,0,low,support,1
8906,0.91,0.79,4,254,2,0,0,high,support,1
8907,0.87,0.65,3,212,3,1,0,low,support,1
8908,0.23,0.79,5,196,5,1,0,low,support,1
8909,0.4,0.73,4,146,3,0,0,low,support,1
8910,0.68,0.85,3,250,3,0,0,low,support,1
8911,0.95,0.88,3,266,2,1,0,high,support,1
8912,0.63,0.96,4,133,2,0,0,low,technical,1
8913,0.47,0.53,4,181,3,0,0,low,technical,1
8914,0.2,0.5,6,282,6,1,0,low,technical,1
8915,0.72,0.84,2,173,2,1,0,high,management,1
8916,0.56,0.57,5,237,2,0,0,low,IT,1
8917,0.7,0.74,3,202,2,0,0,medium,IT,1
8918,0.59,0.82,3,162,2,0,0,high,IT,1
8919,0.78,0.96,3,248,3,0,0,medium,IT,1
8920,0.62,0.64,3,165,3,0,0,high,IT,1
8921,0.71,0.61,2,216,2,0,0,medium,product_mng,1
8922,0.72,0.45,4,143,6,0,0,medium,product_mng,1
8923,0.76,0.77,3,254,3,0,0,medium,product_mng,1
8924,0.83,0.56,3,186,3,0,0,medium,product_mng,1
8925,0.92,0.99,4,245,4,0,0,medium,IT,1
8926,0.67,0.77,3,157,3,0,0,medium,RandD,1
8927,0.56,0.45,3,184,3,0,0,medium,RandD,1
8928,0.91,0.63,4,210,3,0,0,medium,RandD,1
8929,0.56,0.86,4,137,2,1,0,high,RandD,1
8930,0.72,0.95,3,145,2,0,0,low,RandD,1
8931,0.56,0.86,4,181,3,0,0,medium,marketing,1
8932,0.92,0.56,3,174,3,0,0,medium,sales,1
8933,0.74,0.88,5,183,3,1,0,medium,accounting,1
8934,0.88,0.84,4,171,4,1,0,medium,support,1
8935,0.69,0.72,2,190,2,0,0,medium,technical,1
8936,0.87,0.78,4,142,3,0,0,medium,management,1
8937,0.98,0.5,3,198,3,0,0,medium,marketing,1
8938,0.9,0.61,3,185,3,0,0,medium,marketing,1
8939,0.49,0.87,4,171,3,1,0,medium,marketing,1
8940,0.78,0.57,4,264,3,0,0,high,sales,1
8941,0.58,0.98,3,175,3,0,0,low,sales,1
8942,0.91,0.88,5,210,2,1,0,low,sales,1
8943,0.92,0.75,4,212,3,0,0,low,sales,1
8944,0.36,0.66,4,97,2,0,0,high,sales,1
8945,0.55,0.53,4,214,3,0,0,low,sales,1
8946,0.95,0.96,4,244,3,0,0,low,sales,1
8947,0.5,0.67,3,246,3,0,0,low,sales,1
8948,0.42,0.73,3,115,6,0,0,high,sales,1
8949,0.75,0.68,3,237,5,0,0,low,sales,1
8950,0.88,0.7,4,146,4,0,0,low,sales,1
8951,0.53,0.63,5,159,4,0,0,low,sales,1
8952,0.84,0.4,4,246,3,0,0,low,sales,1
8953,0.49,0.93,3,226,3,0,0,low,sales,1
8954,0.71,0.91,3,261,3,0,0,low,sales,1
8955,0.83,0.64,4,242,2,0,0,low,sales,1
8956,0.88,0.93,4,177,3,0,0,medium,sales,1
8957,0.87,0.53,4,144,3,0,0,medium,sales,1
8958,0.43,0.82,2,221,5,0,0,medium,sales,1
8959,0.8,0.9,5,265,3,0,0,medium,accounting,1
8960,0.32,0.67,5,224,4,1,0,medium,accounting,1
8961,0.77,0.56,3,167,4,0,0,medium,accounting,1
8962,0.97,0.77,3,245,3,0,0,medium,hr,1
8963,0.98,0.63,4,232,2,0,0,medium,hr,1
8964,0.62,0.64,5,229,2,0,0,medium,hr,1
8965,0.53,0.94,4,128,6,0,0,medium,hr,1
8966,0.93,0.49,3,211,2,0,0,medium,technical,1
8967,0.51,0.91,4,194,2,0,0,medium,technical,1
8968,0.76,0.76,4,214,3,0,0,high,technical,1
8969,0.69,0.89,3,216,4,0,0,low,technical,1
8970,0.58,0.6,4,222,3,0,0,medium,technical,1
8971,0.98,0.77,4,144,4,0,0,medium,technical,1
8972,0.58,0.54,3,287,6,0,0,medium,technical,1
8973,0.57,0.97,4,224,4,0,0,medium,technical,1
8974,0.84,0.79,4,157,4,0,0,low,technical,1
8975,0.15,0.67,5,216,6,0,0,low,technical,1
8976,0.88,0.72,5,181,4,0,0,low,technical,1
8977,0.69,0.99,3,133,3,0,0,low,support,1
8978,0.56,0.84,5,154,2,1,0,low,support,1
8979,0.49,0.58,3,265,3,0,0,low,support,1
8980,0.4,0.45,4,113,3,0,0,low,support,1
8981,0.67,0.36,3,280,4,0,0,low,support,1
8982,0.79,0.5,3,213,3,1,0,low,support,1
8983,0.47,0.44,5,255,5,1,0,low,support,1
8984,0.82,0.54,3,243,4,0,0,low,support,1
8985,0.82,0.87,3,206,2,0,0,low,support,1
8986,0.63,0.57,5,149,3,0,0,low,support,1
8987,0.91,0.53,2,273,3,0,0,low,support,1
8988,0.89,1,4,226,2,1,0,low,technical,1
8989,0.96,0.93,3,238,2,0,0,low,technical,1
8990,0.83,0.72,2,226,3,0,0,low,technical,1
8991,0.75,0.92,3,199,3,1,0,low,management,1
8992,0.75,0.82,5,202,3,1,0,low,IT,1
8993,0.41,0.69,2,152,4,1,0,low,IT,1
8994,0.96,0.94,3,167,3,0,0,low,IT,1
8995,0.58,0.79,4,130,3,0,0,medium,IT,1
8996,0.74,0.89,3,229,3,0,0,medium,IT,1
8997,0.78,0.74,4,261,3,1,0,medium,product_mng,1
8998,0.5,0.72,3,182,2,1,0,medium,product_mng,1
8999,1,0.52,4,198,3,0,0,medium,product_mng,1
9000,0.85,0.91,3,244,3,0,0,medium,product_mng,1
9001,0.82,0.89,4,275,3,0,0,medium,IT,1
9002,0.19,0.81,5,245,5,0,0,medium,RandD,1
9003,0.9,0.9,3,147,3,1,0,medium,RandD,1
9004,0.59,1,4,275,3,0,0,medium,RandD,1
9005,0.53,0.46,2,167,2,0,0,medium,RandD,1
9006,0.57,0.5,5,149,5,1,0,medium,RandD,1
9007,0.85,0.99,4,233,2,0,0,high,marketing,1
9008,0.64,0.67,5,167,2,0,0,low,sales,1
9009,0.57,0.54,3,159,3,1,0,medium,accounting,1
9010,0.86,0.85,2,195,4,0,0,medium,support,1
9011,0.6,0.7,5,229,2,0,0,medium,technical,1
9012,0.17,0.76,4,199,5,0,0,medium,management,1
9013,0.54,0.63,3,174,3,0,0,low,marketing,1
9014,0.35,0.78,5,275,4,0,0,low,marketing,1
9015,0.92,0.77,5,217,4,0,0,low,marketing,1
9016,0.66,1,4,192,2,0,0,low,sales,1
9017,0.83,0.9,4,195,3,0,0,low,sales,1
9018,0.89,0.86,3,261,4,0,0,low,sales,1
9019,0.94,0.61,4,199,3,0,0,low,sales,1
9020,0.24,0.85,4,160,5,0,0,low,sales,1
9021,0.69,0.8,3,177,4,0,0,low,sales,1
9022,0.45,0.46,3,179,2,1,0,low,sales,1
9023,0.78,0.93,4,161,3,0,0,low,sales,1
9024,0.91,0.38,5,279,5,0,0,low,sales,1
9025,0.63,0.65,4,246,6,1,0,low,sales,1
9026,0.71,0.8,4,199,2,0,0,low,sales,1
9027,0.73,0.69,3,161,3,0,0,low,sales,1
9028,0.69,0.52,5,219,3,0,0,low,sales,1
9029,0.52,0.57,5,162,3,0,0,low,sales,1
9030,0.78,0.66,4,258,3,0,0,low,sales,1
9031,0.94,0.69,3,269,3,0,0,low,sales,1
9032,0.55,0.73,4,201,3,0,0,low,sales,1
9033,0.43,0.38,2,278,3,1,0,low,sales,1
9034,0.77,0.66,3,147,2,0,0,medium,sales,1
9035,0.59,0.8,5,247,3,0,0,medium,accounting,1
9036,0.65,0.54,4,191,4,0,0,medium,accounting,1
9037,0.82,0.37,2,280,3,0,0,medium,accounting,1
9038,0.31,0.72,2,191,3,0,0,medium,hr,1
9039,0.84,0.65,4,264,2,0,0,medium,hr,1
9040,0.15,0.4,3,236,5,0,0,medium,hr,1
9041,0.64,0.52,4,271,2,1,0,medium,hr,1
9042,0.48,0.63,5,129,5,0,0,medium,technical,1
9043,0.82,0.58,4,249,5,0,0,medium,technical,1
9044,0.99,0.54,3,188,3,0,0,medium,technical,1
9045,0.8,0.52,3,147,3,1,0,medium,technical,1
9046,0.94,0.92,3,273,3,0,0,high,technical,1
9047,0.94,0.81,4,237,3,1,0,low,technical,1
9048,0.77,0.79,3,273,2,0,0,medium,technical,1
9049,0.48,0.54,3,190,3,0,0,medium,technical,1
9050,0.62,0.68,3,226,3,0,0,medium,technical,1
9051,0.61,0.9,4,216,3,0,0,medium,technical,1
9052,0.27,0.6,6,205,5,1,0,low,technical,1
9053,0.89,0.65,3,208,2,0,0,low,support,1
9054,0.58,0.81,4,266,2,0,0,low,support,1
9055,0.64,0.77,3,249,2,1,0,low,support,1
9056,0.73,0.88,5,134,2,1,0,low,support,1
9057,0.74,0.85,2,189,3,0,0,low,support,1
9058,0.75,0.82,4,143,2,0,0,low,support,1
9059,0.78,0.84,4,173,3,0,0,low,support,1
9060,0.18,0.95,6,248,3,0,0,low,support,1
9061,0.8,0.84,3,186,6,0,0,low,support,1
9062,0.89,0.64,5,191,3,0,0,low,support,1
9063,0.84,0.5,3,227,2,0,0,low,support,1
9064,0.64,0.38,2,269,5,0,0,low,technical,1
9065,0.53,0.82,3,254,3,1,0,low,technical,1
9066,0.15,0.66,4,180,4,0,0,low,technical,1
9067,0.66,0.62,3,144,3,0,0,low,management,1
9068,0.49,0.78,5,137,3,1,0,low,IT,1
9069,0.78,0.72,3,223,4,0,0,low,IT,1
9070,0.39,0.75,5,286,5,0,0,low,IT,1
9071,0.9,0.83,3,151,3,0,0,low,IT,1
9072,0.96,0.74,5,244,2,1,0,low,IT,1
9073,0.63,0.81,4,216,4,0,0,medium,product_mng,1
9074,0.63,0.74,4,173,3,0,0,medium,product_mng,1
9075,0.89,0.81,3,186,3,0,0,medium,product_mng,1
9076,0.93,0.57,2,205,4,1,0,medium,product_mng,1
9077,0.87,0.59,4,202,3,0,0,medium,IT,1
9078,0.56,0.53,3,189,3,0,0,medium,RandD,1
9079,0.97,0.55,4,181,5,1,0,medium,RandD,1
9080,0.61,0.51,3,207,3,0,0,medium,RandD,1
9081,0.73,0.46,4,240,4,1,0,medium,RandD,1
9082,0.61,0.69,2,164,2,0,0,medium,RandD,1
9083,0.99,0.71,4,212,2,0,0,medium,marketing,1
9084,0.57,0.75,4,151,2,0,0,medium,sales,1
9085,0.74,0.96,4,197,3,0,0,high,accounting,1
9086,0.86,0.61,5,265,3,0,0,low,support,1
9087,0.68,0.72,4,274,3,0,0,medium,technical,1
9088,0.66,0.63,3,201,4,0,0,medium,management,1
9089,0.86,0.89,3,250,2,0,0,medium,marketing,1
9090,0.85,0.78,3,165,4,0,0,medium,marketing,1
9091,0.98,0.53,5,186,3,0,0,low,marketing,1
9092,0.14,0.73,5,273,4,1,0,low,sales,1
9093,0.2,0.54,5,162,6,0,0,low,sales,1
9094,0.9,0.97,3,141,3,0,0,low,sales,1
9095,0.51,0.96,5,268,4,0,0,low,sales,1
9096,0.63,0.77,3,176,2,1,0,low,sales,1
9097,0.83,0.88,3,223,3,1,0,low,sales,1
9098,0.67,0.72,4,218,2,1,0,low,sales,1
9099,0.96,0.52,4,228,3,0,0,low,sales,1
9100,0.69,0.75,3,204,3,0,0,low,sales,1
9101,0.69,0.9,4,148,2,0,0,low,sales,1
9102,0.64,0.94,3,221,2,0,0,low,sales,1
9103,0.62,0.48,4,271,3,0,0,low,sales,1
9104,0.55,0.75,3,191,3,0,0,low,sales,1
9105,0.98,0.51,4,223,2,0,0,low,sales,1
9106,0.83,0.78,5,250,2,1,0,low,sales,1
9107,0.73,0.77,3,230,2,0,0,low,sales,1
9108,0.58,0.86,3,226,2,0,0,low,sales,1
9109,0.52,0.67,4,182,3,0,0,medium,sales,1
9110,0.91,0.7,3,195,3,0,0,medium,sales,1
9111,0.72,0.64,3,231,2,0,0,medium,accounting,1
9112,0.7,0.74,3,224,3,0,0,medium,accounting,1
9113,0.86,0.92,4,229,4,0,0,medium,accounting,1
9114,0.82,0.57,2,158,3,1,0,medium,hr,1
9115,0.83,0.78,4,242,3,1,0,medium,hr,1
9116,0.99,0.64,3,183,3,0,0,medium,hr,1
9117,0.88,0.58,5,213,4,0,0,medium,hr,1
9118,0.68,0.74,4,263,2,1,0,medium,technical,1
9119,0.9,0.49,3,237,2,0,0,medium,technical,1
9120,0.59,0.67,6,126,3,0,0,medium,technical,1
9121,0.76,0.71,6,168,2,0,0,high,technical,1
9122,0.23,0.63,5,151,4,1,0,low,technical,1
9123,0.8,0.85,4,239,3,0,0,medium,technical,1
9124,0.62,0.49,4,174,3,0,0,medium,technical,1
9125,0.28,0.46,5,277,6,0,0,medium,technical,1
9126,0.81,0.97,3,133,3,0,0,medium,technical,1
9127,0.64,0.91,4,150,3,0,0,low,technical,1
9128,0.76,0.6,5,244,3,1,0,low,technical,1
9129,0.79,0.87,3,232,2,0,0,low,support,1
9130,0.72,0.91,3,267,2,0,0,low,support,1
9131,0.22,0.59,5,162,2,0,0,low,support,1
9132,0.18,0.73,5,228,5,0,0,low,support,1
9133,0.91,0.49,2,180,3,0,0,low,support,1
9134,0.69,0.63,2,252,3,0,0,low,support,1
9135,0.91,0.66,5,212,3,0,0,low,support,1
9136,0.67,0.84,4,224,3,0,0,low,support,1
9137,0.98,0.62,2,240,3,1,0,low,support,1
9138,0.69,0.62,4,183,4,0,0,low,support,1
9139,0.96,0.74,5,160,5,1,0,low,support,1
9140,0.69,0.68,4,225,3,0,0,low,technical,1
9141,0.65,0.68,3,268,2,1,0,low,technical,1
9142,0.7,0.75,3,221,3,0,0,low,technical,1
9143,0.48,0.94,3,173,2,0,0,low,management,1
9144,0.48,0.51,4,103,4,0,0,low,IT,1
9145,0.16,0.89,4,196,3,1,0,low,IT,1
9146,0.72,0.97,3,239,3,0,0,low,IT,1
9147,0.91,0.71,3,171,2,0,0,low,IT,1
9148,0.74,0.54,3,243,3,0,0,medium,IT,1
9149,0.56,0.56,2,153,2,0,0,medium,product_mng,1
9150,0.56,0.41,6,142,3,0,0,medium,product_mng,1
9151,0.88,0.55,5,168,2,0,0,medium,product_mng,1
9152,0.86,0.9,5,180,4,0,0,medium,product_mng,1
9153,0.66,0.84,4,186,3,0,0,medium,IT,1
9154,0.41,0.45,3,236,2,0,0,medium,RandD,1
9155,0.68,0.83,5,267,3,0,0,medium,RandD,1
9156,0.59,0.47,3,129,2,0,0,medium,RandD,1
9157,0.52,0.78,3,181,3,0,0,medium,RandD,1
9158,0.3,0.54,2,99,2,0,0,medium,RandD,1
9159,0.44,0.67,5,170,3,1,0,medium,marketing,1
9160,0.75,0.64,3,195,3,0,0,high,sales,1
9161,0.23,0.94,4,149,6,0,0,low,accounting,1
9162,0.34,0.46,6,132,2,0,0,medium,support,1
9163,0.52,0.59,3,164,3,0,0,medium,technical,1
9164,0.79,0.83,4,250,2,0,0,medium,management,1
9165,0.5,0.77,3,204,2,0,0,medium,marketing,1
9166,0.89,0.65,3,210,3,0,0,low,marketing,1
9167,0.84,0.52,6,98,3,0,0,low,marketing,1
9168,0.26,0.47,3,241,4,0,0,low,sales,1
9169,0.57,0.96,5,203,4,0,0,low,sales,1
9170,0.14,0.99,3,257,4,1,0,low,sales,1
9171,0.94,0.62,5,201,2,0,0,low,sales,1
9172,0.3,0.58,2,124,3,0,0,low,sales,1
9173,0.29,0.43,6,175,3,0,0,low,sales,1
9174,0.82,0.75,3,161,3,0,0,low,sales,1
9175,0.62,0.75,4,183,4,1,0,low,sales,1
9176,0.64,0.99,5,262,5,0,0,low,sales,1
9177,0.17,0.52,4,184,4,0,0,low,sales,1
9178,0.75,0.56,3,207,3,0,0,low,sales,1
9179,0.49,0.73,4,185,3,0,0,low,sales,1
9180,0.84,0.58,4,180,2,0,0,low,sales,1
9181,0.48,0.96,4,224,2,1,0,low,sales,1
9182,0.54,0.53,3,184,3,0,0,low,sales,1
9183,0.76,0.99,5,252,3,1,0,low,sales,1
9184,0.77,0.84,4,196,3,0,0,low,sales,1
9185,0.95,0.97,4,203,2,0,0,low,sales,1
9186,0.72,0.83,4,181,3,0,0,low,sales,1
9187,0.74,0.67,4,148,3,0,0,medium,accounting,1
9188,0.9,0.55,4,211,3,0,0,medium,accounting,1
9189,0.67,0.55,3,246,3,0,0,medium,accounting,1
9190,0.97,0.55,4,258,3,0,0,medium,hr,1
9191,0.55,0.59,3,231,4,0,0,medium,hr,1
9192,0.32,0.95,2,184,5,0,0,medium,hr,1
9193,0.4,0.42,3,146,2,1,0,medium,hr,1
9194,0.66,0.54,2,136,2,0,0,low,technical,1
9195,0.7,0.77,4,266,2,0,0,low,technical,1
9196,0.69,0.89,2,220,3,0,0,low,technical,1
9197,0.72,0.57,2,248,2,0,0,low,technical,1
9198,0.21,0.65,3,183,3,0,0,low,technical,1
9199,0.91,0.9,3,169,3,0,0,low,technical,1
9200,0.72,0.71,3,132,2,1,0,low,technical,1
9201,0.96,0.72,3,197,3,0,0,low,technical,1
9202,1,0.89,4,152,3,0,0,low,technical,1
9203,0.63,0.51,3,126,6,0,0,low,technical,1
9204,0.24,0.74,6,106,5,0,0,low,technical,1
9205,0.44,0.38,4,128,2,0,0,low,support,1
9206,0.92,0.57,3,191,3,0,0,low,support,1
9207,0.51,0.51,4,189,3,0,0,low,support,1
9208,0.77,0.71,5,141,3,0,0,low,support,1
9209,0.8,0.97,4,220,3,0,0,low,support,1
9210,0.84,0.46,5,118,3,0,0,low,support,1
9211,0.91,0.88,5,223,3,0,0,low,support,1
9212,0.64,0.61,3,263,3,0,0,low,support,1
9213,0.15,0.59,5,209,4,1,0,medium,support,1
9214,0.74,0.58,4,193,3,0,0,medium,support,1
9215,0.94,0.78,4,211,3,0,0,medium,support,1
9216,0.57,0.58,3,192,3,0,0,medium,technical,1
9217,0.92,0.63,5,156,3,0,0,medium,technical,1
9218,0.76,0.54,5,278,2,1,0,medium,technical,1
9219,0.73,0.92,3,199,3,1,0,medium,management,1
9220,0.24,0.6,2,194,6,0,0,medium,IT,1
9221,0.42,0.47,2,125,4,0,0,medium,IT,1
9222,0.92,0.82,4,96,4,0,0,medium,IT,1
9223,0.92,0.94,3,234,2,1,0,medium,IT,1
9224,0.68,0.55,6,181,3,0,0,medium,IT,1
9225,0.49,0.86,4,246,2,0,0,medium,product_mng,1
9226,0.57,0.98,3,171,3,0,0,medium,product_mng,1
9227,0.3,0.66,3,198,2,0,0,medium,product_mng,1
9228,0.17,0.81,5,280,4,0,0,medium,product_mng,1
9229,0.91,0.49,3,267,3,0,0,medium,IT,1
9230,0.83,0.91,3,251,2,0,0,medium,RandD,1
9231,0.87,0.76,5,182,3,0,0,medium,RandD,1
9232,0.71,0.8,4,157,3,0,0,medium,RandD,1
9233,0.88,0.5,3,206,2,0,0,medium,RandD,1
9234,0.63,0.94,3,237,3,1,0,medium,RandD,1
9235,0.99,0.58,2,166,3,0,0,medium,marketing,1
9236,0.99,0.81,4,229,2,1,0,medium,sales,1
9237,0.77,0.53,5,256,3,0,0,medium,accounting,1
9238,0.64,0.69,5,114,6,0,0,medium,support,1
9239,0.61,1,5,243,2,0,0,medium,technical,1
9240,0.37,0.82,3,199,5,0,0,medium,management,1
9241,0.19,1,4,188,4,1,0,medium,marketing,1
9242,0.96,0.87,4,187,2,0,0,medium,marketing,1
9243,0.8,0.62,4,216,2,0,0,medium,marketing,1
9244,0.14,0.63,6,215,5,0,0,low,sales,1
9245,0.15,0.69,6,213,6,0,0,low,sales,1
9246,0.52,0.82,4,198,4,0,0,low,sales,1
9247,0.27,0.55,5,121,3,1,0,low,sales,1
9248,0.97,0.96,3,212,3,0,0,low,sales,1
9249,0.52,0.93,2,271,3,0,0,low,sales,1
9250,0.98,0.89,3,186,2,0,0,low,sales,1
9251,0.96,0.95,4,265,2,0,0,low,sales,1
9252,0.28,0.92,3,151,3,0,0,low,sales,1
9253,0.65,0.55,5,206,3,0,0,low,sales,1
9254,0.59,0.63,4,153,3,1,0,low,sales,1
9255,0.64,0.48,4,267,2,1,0,low,sales,1
9256,0.71,0.48,3,161,3,0,0,low,sales,1
9257,0.83,0.84,2,149,3,0,0,low,sales,1
9258,0.95,0.94,2,269,4,1,0,low,sales,1
9259,0.73,0.49,3,248,3,0,0,low,sales,1
9260,0.81,0.75,4,243,2,0,0,low,sales,1
9261,0.71,0.44,2,207,4,0,0,low,sales,1
9262,0.8,0.56,6,111,6,0,0,low,sales,1
9263,0.85,0.53,3,226,2,0,0,low,accounting,1
9264,0.41,0.7,2,151,3,1,0,low,accounting,1
9265,0.51,0.84,4,224,2,0,0,medium,accounting,1
9266,0.49,0.57,4,146,4,0,0,medium,hr,1
9267,0.76,0.55,4,163,2,1,0,medium,hr,1
9268,0.57,0.69,4,255,3,0,0,medium,hr,1
9269,0.54,0.48,6,196,2,0,0,medium,hr,1
9270,0.68,0.74,3,227,2,0,0,medium,technical,1
9271,0.7,0.5,3,251,2,0,0,medium,technical,1
9272,0.77,0.87,4,209,3,0,0,medium,technical,1
9273,0.95,0.51,3,254,4,0,0,medium,technical,1
9274,0.5,0.64,3,249,2,1,0,low,technical,1
9275,0.99,0.53,4,131,3,1,0,low,technical,1
9276,0.94,0.51,5,142,2,0,0,low,technical,1
9277,0.83,0.66,3,239,3,0,0,low,technical,1
9278,0.64,0.81,3,225,3,1,0,low,technical,1
9279,0.16,0.73,6,170,3,0,0,low,technical,1
9280,0.83,0.71,3,254,2,0,0,low,technical,1
9281,0.93,0.73,4,156,2,0,0,low,support,1
9282,0.32,0.64,3,151,3,0,0,low,support,1
9283,0.12,0.9,3,200,3,0,0,low,support,1
9284,0.5,0.5,3,184,3,1,0,low,support,1
9285,0.57,0.74,3,257,2,0,0,low,support,1
9286,0.25,0.75,5,194,5,1,0,low,support,1
9287,0.98,0.56,3,139,2,1,0,low,support,1
9288,0.81,0.51,3,273,2,1,0,low,support,1
9289,0.94,0.63,5,261,3,0,0,low,support,1
9290,0.83,0.57,3,135,3,1,0,low,support,1
9291,0.77,0.4,4,207,5,0,0,low,support,1
9292,0.57,0.65,4,265,3,0,0,low,technical,1
9293,0.18,0.96,5,208,6,0,0,medium,technical,1
9294,0.67,0.71,4,159,2,1,0,medium,technical,1
9295,0.35,0.47,4,151,6,0,0,medium,management,1
9296,0.78,0.44,3,97,4,0,0,medium,IT,1
9297,0.72,0.79,4,154,3,0,0,medium,IT,1
9298,0.9,0.58,3,264,3,0,0,medium,IT,1
9299,0.58,0.49,3,135,2,0,0,medium,IT,1
9300,0.64,0.56,3,238,2,0,0,medium,IT,1
9301,0.91,0.79,4,166,3,0,0,medium,product_mng,1
9302,0.59,0.51,3,156,3,0,0,medium,product_mng,1
9303,0.76,0.8,3,202,3,0,0,medium,product_mng,1
9304,0.76,0.85,3,204,2,1,0,medium,product_mng,1
9305,0.51,0.69,3,135,3,0,0,medium,IT,1
9306,0.54,0.55,4,252,3,0,0,medium,RandD,1
9307,0.67,0.93,5,254,3,1,0,medium,RandD,1
9308,0.68,0.44,5,165,3,0,0,medium,RandD,1
9309,0.97,0.58,3,200,2,0,0,medium,RandD,1
9310,0.5,0.74,3,155,3,0,0,medium,RandD,1
9311,0.81,0.52,3,162,3,0,0,medium,marketing,1
9312,0.77,0.73,4,159,3,1,0,medium,sales,1
9313,0.59,0.75,4,266,3,0,0,medium,accounting,1
9314,1,0.96,4,155,3,0,0,medium,support,1
9315,0.74,0.95,5,170,4,0,0,medium,technical,1
9316,0.91,0.52,4,172,4,1,0,high,management,1
9317,0.77,0.65,3,187,3,0,0,low,marketing,1
9318,0.79,0.98,4,185,2,0,0,medium,marketing,1
9319,0.82,0.51,5,232,3,0,0,medium,marketing,1
9320,0.89,0.96,5,260,3,0,0,low,sales,1
9321,0.83,0.62,4,218,3,0,0,low,sales,1
9322,0.72,0.7,4,217,3,0,0,low,sales,1
9323,0.7,0.74,3,212,3,0,0,low,sales,1
9324,1,0.89,3,189,3,0,0,low,sales,1
9325,0.57,0.66,4,158,2,0,0,low,sales,1
9326,0.55,0.54,5,168,2,0,0,low,sales,1
9327,0.47,0.7,4,134,3,0,0,low,sales,1
9328,0.95,0.77,4,213,3,1,0,low,sales,1
9329,0.29,0.57,5,149,3,0,0,low,sales,1
9330,0.71,0.5,3,201,2,0,0,low,sales,1
9331,0.89,0.68,4,146,3,0,0,low,sales,1
9332,0.81,0.97,4,212,2,0,0,low,sales,1
9333,0.72,0.64,4,140,2,0,0,low,sales,1
9334,1,0.85,4,156,3,0,0,low,sales,1
9335,0.79,0.49,4,163,3,0,0,high,sales,1
9336,0.69,0.84,3,154,2,0,0,low,sales,1
9337,0.97,0.66,4,218,3,0,0,high,sales,1
9338,0.61,0.59,3,157,2,0,0,high,sales,1
9339,0.71,0.89,3,222,3,0,0,low,accounting,1
9340,0.96,0.76,4,152,3,1,0,low,accounting,1
